"","q1","q2","q3","q4","q5","q7","q8","q9","q10","q11","q12","partyid","scale","likely","educ","racer","phonetyp","age","hisp","gender3","party2","county","race.st","smp","regionw","age4","agew","turnout3","partyw","region","likelyyn","rv.weight","turnout.score","lv.weight"
"549","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Poor","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",42,"No","Male","Democratic","Polk","White","Cell","Bay Area",2,"30 to 44","Middle","Democratic","Bay Area",1,0.743808746337891,0.802464616,0.670344473172684
"550","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","[DO NOT READ] Don't know/No opinion","Good","Republican","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",46,"No","Female","Republican","Polk","White","Cell","Bay Area",3,"45 to 64","High","Republican","Bay Area",1,1.25167119503021,0.995198799,1.24866643315942
"551","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Republican","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",58,"No","Male","Republican","Polk","White","Landline","Bay Area",3,"45 to 64","High","Republican","Bay Area",1,1.04399013519287,0.990455588,1.03900799920576
"552","Unfavorable","Favorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Marco Rubio, the Republican","Disapprove","Support","Oppose","Real threat","Support","Fair","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Cell Phone only",35,"No","Male","Democratic","Polk","White","Cell","Bay Area",2,"30 to 44","High","Democratic","Bay Area",1,0.921490371227264,0.993687211,0.918581783626975
"553","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Patrick Murphy, the Democrat","Disapprove","Support","Oppose","Not","Support","Good","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone only",31,"No","Male","Republican","Polk","White","Cell","Bay Area",2,"30 to 44","High","Republican","Bay Area",1,1.14543545246124,0.957003578,1.12081063941735
"554","Unfavorable","Unfavorable","[DO NOT READ] Someone else (specify)","Gary Johnson, the Libertarian","[DO NOT READ] Don't know/No opinion","Approve","Oppose","Support","Real threat","Oppose","Fair","Independent (No party)","Ten (definitely will vote)","Very likely","Graduate or Professional degree","Hispanic/Latino","Cell Phone only",31,"Yes","Male","Non-Partisan","Polk","Hispanic","Cell","Bay Area",2,"30 to 44","Middle","Other","Bay Area",1,0.679380774497986,0.684771579,0.572300710436298
"555","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Support","Support","Real threat","Oppose","Good","Democrat","Nine","Almost certain","High school","Caucasian/White","Cell Phone only",50,"No","Female","Republican","Monroe","White","Landline","Southeast",3,"45 to 64","High","Republican","Southeast",1,1.33100020885468,0.931565676,1.28545715908626
"556","Unfavorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Won't vote","Disapprove","Support","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Support","[DO NOT READ] Don't know/No opinion","Independent (No party)","Ten (definitely will vote)","Very likely","Bachelors' degree","Caucasian/White","Landline and Cell Phone",39,"No","Male","Non-Partisan","Hillsborough","White","Landline","Bay Area",2,"30 to 44","Middle","Other","Bay Area",1,0.783302962779999,0.577122235,0.617682260062508
"557","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","Support","Fair","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",75,"No","Male","Republican","Polk","White","Landline","Bay Area",4,"65+","High","Republican","Bay Area",1,1.09828352928162,0.992910817,1.09439056226999
"558","Favorable","Unfavorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Poor","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline only",74,"No","Female","Registered Independent","Hillsborough","White","Landline","Bay Area",4,"65+","High","Other","Bay Area",1,1.11556589603424,0.896136633,1.05763268155578
"559","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Support","Oppose","Real threat","Support","Fair","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",71,"No","Female","Non-Partisan","Hillsborough","Other","Cell","Bay Area",4,"65+","Middle","Other","Bay Area",1,0.663465082645416,0.633491659,0.541882339601249
"560","Favorable","Unfavorable","Hillary Clinton, the Democrat","Gary Johnson, the Libertarian","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Poor","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone only",56,"No","Female","Democratic","St Johns","White","Cell","North/Panhandle",3,"45 to 64","High","Democratic","North/Panhandle",1,0.819432497024536,0.865491401,0.764322138859331
"561","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican","Approve","Oppose","Support","Real threat","Oppose","Poor","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Hispanic/Latino","Landline and Cell Phone",36,"Yes","Female","Non-Partisan","Palm Beach","Hispanic","Cell","Southeast",2,"30 to 44","Middle","Other","Southeast",1,0.866158127784729,0.545126109,0.669161768448293
"562","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion","Approve","Oppose","[DO NOT READ] Don't know/No opinion","Real threat","Support","Good","Republican","Two","Not at all likely","Some college or trade school","Caucasian/White","Landline and Cell Phone",25,"No","Female","Republican","Palm Beach","White","Landline","Southeast",1,"18 to 29","Middle","Republican","Southeast",0,0.987322986125946,0.562687997,0.277777397221295
"563","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion","Approve","Oppose","Support","Real threat","Support","Fair","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone only",39,"No","Male","Democratic","Pinellas","White","Cell","Bay Area",2,"30 to 44","Middle","Democratic","Bay Area",1,0.743808746337891,0.512009901,0.562323094828548
"564","[DO NOT READ] Don't know/No opinion","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Support","Support","Real threat","Oppose","Good","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","African American/Black","Cell Phone only",20,"No","Female","Democratic","Broward","Black","Cell","Southeast",1,"18 to 29","Middle","Democratic","Southeast",1,0.905202984809875,0.531481669,0.693150889432806
"565","Favorable","Unfavorable","Hillary Clinton, the Democrat","Jill Stein, the Green Party candidate","Marco Rubio, the Republican","Approve","Support","Oppose","Real threat","Support","Good","Independent (No party)","Two","Not at all likely","Some college or trade school","Caucasian/White","Cell Phone only",22,"No","Female","Non-Partisan","Brevard","Other","Cell","Central",1,"18 to 29","Low","Other","Central",0,1.22923505306244,0.50958377,0.313199116277854
"566","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Oppose","Oppose","Not","[DO NOT READ] Don't know/No opinion","Good","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","[DO NOT READ] Refused","Landline only",19,"No","Female","Republican","Volusia","White","Cell","Central",1,"18 to 29","Middle","Republican","Central",1,1.15024948120117,0.531481669,0.880792998193302
"567","Favorable","Favorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Marco Rubio, the Republican","Disapprove","Support","Oppose","Real threat","Support","Poor","Independent (No party)","Ten (definitely will vote)","Very likely","Bachelors' degree","Caucasian/White","Landline and Cell Phone",88,"No","Male","Republican","Martin","White","Landline","Central",4,"65+","Low","Republican","Central",1,1.88024795055389,0.448512184,1.36178103265917
"568","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","Support","Good","Republican","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Cell Phone only",83,"No","Male","Republican","Pasco","White","Cell","Bay Area",4,"65+","High","Republican","Bay Area",1,1.09828352928162,0.975619433,1.08489514114715
"569","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Oppose","Oppose","Not","Support","Fair","Republican","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Cell Phone only",70,"No","Male","Republican","Sumter","White","Cell","Central",4,"65+","High","Republican","Central",1,1.3606059551239,0.985511664,1.35074949700318
"570","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Support","Support","Real threat","Oppose","Fair","Independent (No party)","Eight","Very likely","Some college or trade school","Hispanic/Latino","Cell Phone only",21,"Yes","Female","Democratic","Broward","Black","Cell","Southeast",1,"18 to 29","Low","Democratic","Southeast",1,1.54973316192627,0.129892359,0.100649247336699
"571","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Good","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",46,"No","Male","Non-Partisan","Hillsborough","White","Cell","Bay Area",3,"45 to 64","Middle","Other","Bay Area",1,0.713929355144501,0.561055763,0.557241766754634
"572","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Gary Johnson, the Libertarian","Marco Rubio, the Republican","Approve","Support","Support","Real threat","Oppose","Good","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","African American/Black","Cell Phone only",37,"No","Male","Non-Partisan","Broward","Black","Cell","Southeast",2,"30 to 44","Middle","Other","Southeast",1,0.949255347251892,0.555155826,0.738119991820217
"573","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Support","Not","Support","[DO NOT READ] Don't know/No opinion","Republican","Ten (definitely will vote)","Already voted by mail","Some college or trade school","Caucasian/White","Cell Phone only",43,"No","Male","Republican","Polk","White","Cell","Bay Area",2,"30 to 44","High","Republican","Bay Area",1,1.14543545246124,0.981283223,1.13471602192272
"574","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Oppose","Real threat","Oppose","Poor","Democrat","Ten (definitely will vote)","Almost certain","High school","Hispanic/Latino","Cell Phone only",34,"Yes","Male","Republican","Manatee","Hispanic","Cell","Bay Area",2,"30 to 44","Middle","Republican","Bay Area",1,0.80191445350647,0.560277397,0.625604497665919
"575","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Fair","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Hispanic/Latino","Cell Phone only",31,"Yes","Male","Democratic","Palm Beach","Hispanic","Cell","Southeast",2,"30 to 44","Low","Democratic","Southeast",1,1.17448377609253,0.493437824,0.877009247445465
"576","Unfavorable","Unfavorable","[DO NOT READ] Someone else (specify)","[DO NOT READ] Someone else (specify)","Marco Rubio, the Republican","Approve","Oppose","Support","Real threat","Oppose","Good","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Hispanic/Latino","Cell Phone only",29,"Yes","Male","Non-Partisan","Alachua","Hispanic","Cell","North/Panhandle",1,"18 to 29","Middle","Other","North/Panhandle",1,0.46307647228241,0.843857933,0.42692361327025
"577","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Disapprove","Support","Support","Real threat","Oppose","Poor","Independent (No party)","Ten (definitely will vote)","Very likely","Bachelors' degree","Hispanic/Latino","Landline and Cell Phone",24,"Yes","Male","Democratic","Orange","Hispanic","Cell","Central",1,"18 to 29","Low","Democratic","Central",1,1.14607381820679,0.480007114,0.848098702057594
