"","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","partyid","scale","likely","educ","racer","phonetyp","age","hisp","gender","party2","county","racest","smp","region","age4","turnout3","race.st","partyw","regionw","rv.weight","likelyyn","turnout.score","lv.weight"
"459","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","[DO NOT READ] Don't know/No opinion","Disapprove","Support","Oppose","Real threat","Support","[DO NOT READ] Don't know/No opinion","Republican","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",77,"No","F","Republican","Jackson","White","Landline","Western",4,"High","White","Republican","Western",0.670420348644257,1,0.993297177,0.668173494177976
"460","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Support","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Landline and Cell Phone",81,"No","F","Republican","Robeson","White","Landline","East/ South Central",4,"High","White","Republican","East/ South Central",0.739736199378967,1,0.989795996,0.735962063810263
"461","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","[DO NOT READ] Don't know/No opinion","Oppose","Real threat","Support","Support","Independent (No party)","Ten (definitely will vote)","Very likely","Bachelors' degree","Caucasian/White","Cell Phone Only",35,"No","M","Democratic","Nash","White","Cell","North Central",2,"Middle","White","Democratic","North Central",1.54402887821198,1,0.847049938,1.42594922188582
"462","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Very likely","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",62,"No","M","Non-Partisan","Orange","White","Landline","North Central",3,"High","White","Other","North Central",0.99879264831543,1,0.99338066,0.99548697425108
"463","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Favor","Disapprove","Support","Oppose","Real threat","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",54,"No","M","Republican","Halifax","White","Landline","East/ South Central",3,"High","White","Republican","East/ South Central",0.71126389503479,1,0.98979902,0.707636100650804
"464","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Support","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",52,"No","M","Democratic","Catawba","White","Landline","Western",3,"High","White","Democratic","Western",0.59447056055069,1,0.992658303,0.592288349185198
"465","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion","Roy Cooper, the Democrat","[DO NOT READ] Don't know/No opinion","Approve","Support","[DO NOT READ] Don't know/No opinion","Real threat","Oppose","Support","Democrat","Ten (definitely will vote)","Very likely","Some college or trade school","Caucasian/White","[DO NOT READ] Refused",63,"No","F","Democratic","Graham","White","Landline","Western",3,"High","White","Democratic","Western",0.784551024436951,1,0.994508435,0.782396817963695
"466","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Approve","Oppose","[DO NOT READ] Don't know/No opinion","Real threat","Oppose","Support","[DO NOT READ] Refused","Ten (definitely will vote)","Almost certain","[DO NOT READ] Refused","Hispanic/Latino","[DO NOT READ] Refused",67,"Yes","F","Democratic","Buncombe","Black","Landline","Western",4,"Middle","Black","Democratic","Western",0.789015829563141,1,0.832427449,0.722907131893502
"467","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",69,"No","M","Democratic","Columbus","White","Landline","East/ South Central",2,"Middle","White","Democratic","East/ South Central",0.903850138187408,1,0.54643262,0.698871668642258
"468","Unfavorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","[DO NOT READ] Don't know/No opinion","Disapprove","[DO NOT READ] Don't know/No opinion","Support","Not","[DO NOT READ] Don't know/No opinion","Support","Republican","Ten (definitely will vote)","Very likely","High school","Caucasian/White","Landline Only",0,"No","F","Republican","Surry","White","Landline","Piedmont-Triad",4,"High","White","Republican","Piedmont-Triad",0.9102743268013,1,0.991665017,0.906480766281687
"469","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","[DO NOT READ] Don't know/No opinion","Approve","Oppose","Support","Real threat","Oppose","Oppose","Democrat","One (definitely will NOT vote)","Not very likely","High school","Caucasian/White","Landline and Cell Phone",56,"No","M","Democratic","Johnston","White","Landline","North Central",3,"Middle","White","Democratic","North Central",1.24088060855865,0,0.740490909,0.459430404896036
"470","Unfavorable","Unfavorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Oppose","Disapprove","Support","Oppose","Real threat","Support","Oppose","Democrat","Ten (definitely will vote)","Very likely","Some college or trade school","African American/Black","Landline and Cell Phone",62,"No","M","Democratic","Alleghany","White","Landline","Western",3,"High","White","Democratic","Western",0.59447056055069,1,0.944819953,0.578069103815038
"471","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Favor","Disapprove","Support","Support","Real threat","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline Only",70,"No","F","Republican","Craven","White","Landline","East/ South Central",4,"High","White","Republican","East/ South Central",0.739736199378967,1,0.966983283,0.727524369004192
"472","Unfavorable","Unfavorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Deborah Ross, the Democrat","Pat McCrory, the Republican","Favor","Disapprove","Support","Support","Real threat","Support","[DO NOT READ] Don't know/No opinion","Republican","Five","[DO NOT READ] Don't know/Refused","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",44,"No","F","Non-Partisan","Pasquotank","White","Landline","East/ South Central",2,"Middle","White","Other","East/ South Central",1.06324756145477,0,0.73990474,0.393350955256914
"473","Unfavorable","Unfavorable","[DO NOT READ] Won't vote","[DO NOT READ] Won't vote","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Oppose","Disapprove","[DO NOT READ] Don't know/No opinion","Oppose","Real threat","Support","Oppose","Democrat","Five","Not at all likely","High school","Caucasian/White","Landline and Cell Phone",75,"No","M","Democratic","Wilkes","White","Landline","Western",4,"High","White","Democratic","Western",0.468477755784988,0,0.938566438,0.219848749264675
"474","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Real threat","Support","Support","Republican","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Landline and Cell Phone",28,"No","M","Democratic","Rockingham","White","Landline","Piedmont-Triad",1,"Low","White","Democratic","Piedmont-Triad",0.762139678001404,1,0.145553232,0.436535785684974
"475","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Gary Johnson, the Libertarian","Richard Burr, the Republican","Pat McCrory, the Republican","[DO NOT READ] Don't know/No opinion","Disapprove","Oppose","Support","Real threat","Oppose","Oppose","Republican","Eight","Somewhat likely","High school","[DO NOT READ] Other/Something else (specify)","Landline and Cell Phone",53,"No","F","Non-Partisan","Jackson","Other","Landline","Western",3,"Middle","Other","Other","Western",0.958054602146149,0,0.683822304,0.327569552698691
"476","Unfavorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Gary Johnson, the Libertarian","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Oppose","Real threat","[DO NOT READ] Don't know/No opinion","Support","Republican","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Landline Only",87,"No","F","Democratic","Granville","White","Landline","North Central",4,"Middle","White","Democratic","North Central",1.29056465625763,1,0.652541021,1.06635551735925
"477","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","[DO NOT READ] Don't know/No opinion","Support","Real threat","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",58,"No","M","Republican","Lenoir","White","Landline","East/ South Central",3,"High","White","Republican","East/ South Central",0.71126389503479,1,0.994668436,0.709367820546156
"478","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Support","Not","Support","Support","Republican","Ten (definitely will vote)","Very likely","Some college or trade school","[DO NOT READ] Other/Something else (specify)","Landline and Cell Phone",53,"No","M","Republican","Robeson","Other","Landline","East/ South Central",3,"High","Other","Republican","East/ South Central",0.879932761192322,1,0.928922234,0.848660933744441
"479","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion","Roy Cooper, the Democrat","[DO NOT READ] Don't know/No opinion","Approve","Oppose","[DO NOT READ] Don't know/No opinion","Not","[DO NOT READ] Don't know/No opinion","Support","Democrat","Ten (definitely will vote)","Very likely","Some college or trade school","African American/Black","Landline and Cell Phone",78,"No","F","Democratic","Craven","Black","Landline","East/ South Central",4,"High","Black","Democratic","East/ South Central",0.786167085170746,1,0.994712809,0.78408877740214
"480","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone Only",0,"No","M","Republican","Wilkes","White","Cell","Western",3,"High","White","Republican","Western",0.64461225271225,1,0.955083543,0.630135403446938
"481","Unfavorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Real threat","Support","Support","Independent (No party)","Ten (definitely will vote)","Very likely","Some college or trade school","Caucasian/White","Landline and Cell Phone",52,"No","F","Republican","Surry","White","Landline","Piedmont-Triad",3,"Middle","White","Republican","Piedmont-Triad",1.27914786338806,1,0.835076437,1.17366705177116
"482","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Disapprove","[DO NOT READ] Don't know/No opinion","Oppose","Real threat","Oppose","Support","Democrat","Five","Somewhat likely","High school","Caucasian/White","Landline Only",40,"No","M","Democratic","Rutherford","White","Landline","Western",2,"Low","White","Democratic","Western",0.502715528011322,0,0.189462383,0.0476228409540642
